sorgente,domanda,corretta,errata_1,errata_2,errata_3
../SviluppoCooperazioneInternazionale/insegnamenti/piano/2024/8890/000/000/2022/index.txt,In quale periodo si svolgono le lezioni dell'insegnamento a scelta di 10 CFU?,A. Dal 16/09/2024 al 20/12/2024,B. Dal 16/09/2023 al 20/12/2023,C. Dal 16/09/2024 al 20/03/2025,D. Dal 16/01/2024 al 20/12/2024
../SviluppoCooperazioneInternazionale/insegnamenti/piano/2024/8890/000/000/2024/index.txt,Quale insegnamento ha un arco temporale di lezioni che si estende dal 16 settembre 2024 al 24 maggio 2025?,A. INTRODUZIONE ALLA POLITICA INTERNAZIONALE,B. ISTITUZIONI DI DIRITTO PUBBLICO,C. SOCIETA' ED ECONOMIA,D. L'AFRICA NELLA STORIA POLITICA INTERNAZIONALE
../SviluppoCooperazioneInternazionale/insegnamenti/piano/2024/8890/000/000/2024/index.txt,Quale insegnamento ha un periodo di svolgimento che si estende dal 16 settembre 2024 al 24 maggio 2025?,A. LINGUA INGLESE,B. SOCIOLOGIA DEL TERRITORIO,C. ECONOMIA DELLO SVILUPPO,D. GEOGRAFIA DELL'AMBIENTE E DELLO SVILUPPO SOSTENIBILE
../SviluppoCooperazioneInternazionale/insegnamenti/piano/2024/8890/000/000/2024/index.txt,Quale insegnamento tra quelli elencati ha un periodo di svolgimento che comprende sia settembre che maggio?,A. SOCIOLOGIA DELLO SVILUPPO,B. STATISTICA ECONOMICA,C. DIRITTO DELL'UNIONE EUROPEA,D. ECONOMIA DEL LAVORO
../SviluppoCooperazioneInternazionale/insegnamenti/piano/2024/8890/000/000/2024/index.txt,Quale laboratorio tra quelli elencati ha un periodo di svolgimento che copre l'intero anno accademico 2024-2025?,A. LABORATORIO: ANALISI TERRITORIALE,B. LABORATORIO: ECONOMIA DELLO SVILUPPO,"C. LABORATORY: GEOPOLITICS, FINANCE FOR INTERNATIONAL COOPERATION AND INSTRUMENTS",D. LABORATORY: INTERNATIONAL ORGANISATIONS AND THE GOVERNANCE OF DEVELOPMENT
../SviluppoCooperazioneInternazionale/insegnamenti/piano/2024/8890/000/000/2024/index.txt,Quale insegnamento ha un periodo di svolgimento che si estende dal 16 settembre 2024 al 24 maggio 2025?,A. DEMOGRAFIA,B. POLITICA ECONOMICA,C. PROVA FINALE,D. LABORATORI
../SviluppoCooperazioneInternazionale/insegnamenti/piano/2024/8890/000/000/2024/index.txt,"Secondo il contesto fornito, quale tipo di valutazione è prevista per l'insegnamento con codice 03568 nell'anno accademico 2024?",A. Prova finale,B. Esame scritto,C. Presentazione orale,D. Progetto di ricerca
../SviluppoCooperazioneInternazionale/orario-lezioni/index.txt,Quale dei seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/orario-lezioni/index.txt,Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,A. UniboImmagine,B. Concilium,C. La mia e-mail Studenti,D. IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/orario-lezioni/index.txt,Quale tra questi insegnamenti NON è elencato nell'orario delle lezioni del 1° anno del corso di laurea in Sviluppo e cooperazione internazionale?,D. Storia dell'arte,A. Economia politica,B. Introduzione alla politica internazionale,C. Lingua inglese (12 CFU)
../SviluppoCooperazioneInternazionale/orario-lezioni/index.txt,"In che periodo accademico si svolge il corso ""Electromagnetic Propagation for Wireless Systems""?",A. September 2017 - 18 December 2017,B. January 2018 - 15 March 2018,C. September 2016 - December 2016,D. September 2017 - 20 December 2017
../SviluppoCooperazioneInternazionale/orario-lezioni/index.txt,"Quali informazioni aggiuntive, oltre a quelle sul trattamento dei dati personali, sono disponibili sul sito web?",A. Note legali e informazioni sul sito e accessibilità,B. Solo informazioni sul trattamento dei dati personali e le impostazioni dei cookie,C. Note legali e impostazioni dei cookie,D. Impostazioni dei cookie e informazioni sul sito e accessibilità
../SviluppoCooperazioneInternazionale/servizi-di-orientamento/index.txt,Quale tra le seguenti attività di orientamento NON viene specificamente menzionata nel testo?,A.  Un incontro con i docenti del corso durante l'Open Day,"B.  Un caffè a Palazzo Hercolani, dedicato a studenti in corso e future matricole",C.  Giornate dell'orientamento verso la fine del mese di febbraio,D.  Un webinar dedicato alla presentazione del piano didattico del corso
../SviluppoCooperazioneInternazionale/servizi-di-orientamento/index.txt,In quale fascia oraria è possibile contattare il Servizio Orientamento telefonicamente il martedì?,D. Non è possibile contattare il Servizio Orientamento telefonicamente il martedì,A.  Dalle 9:00 alle 11:00,B. Dalle 14:00 alle 15:00,C.  Dalle 9:00 alle 11:00 e dalle 14:00 alle 15:00
../SviluppoCooperazioneInternazionale/servizi-di-orientamento/index.txt,In quale giorno della settimana è possibile contattare l'ufficio di orientamento telefonicamente dalle 14:00 alle 15:00?,A. Lunedì e Giovedì,B. Lunedì e Venerdì,C. Martedì e Mercoledì,D. Mercoledì e Venerdì
../SviluppoCooperazioneInternazionale/servizi-di-orientamento/locandina-finale.pdf/@@download/file/Locandina%20finale..pdf.txt,"Quale evento si concentra sui diritti umani, sulla solidarietà e sulla comunità?",B. Blows Against the Empire - 5 Maggio ore 16,A. Erasmus Placement - 22 aprile ore 16,C. Vita da Studenti* -,D. Mobilità Internazionale* -
../SviluppoCooperazioneInternazionale/prospettive/index.txt,"Secondo il testo, quali sono le aree di conoscenza richieste per svolgere le funzioni del ruolo di 'Operatore Tecnico o Editoriale in Tematiche Politiche, Sociali e dello Sviluppo e Cooperazione Internazionale'?",A.  Conoscenze nelle aree economico-statistico e capacità e abilità di tipo specialistico in ambito socio-politologico.,"B. Conoscenze specifiche in ambito giuridico e sociologico, con particolare attenzione alle dinamiche internazionali.",C.  Conoscenze approfondite in ambito economico-statistico e competenze linguistiche multilingue.,"D.  Competenze in ambito informatico e gestionale, con particolare attenzione alla programmazione di software per la gestione di progetti."
../SviluppoCooperazioneInternazionale/prospettive/index.txt,"Quali sono le principali aree di specializzazione richieste per un Tecnico Operatore in Politiche e Programmi di Peacekeeping, Peace-Building e Peace-Maintaining?","A. Conoscenze in ambito economico, statistico, sociale e giuridico-politologico.",B.  Competenze specifiche in ambito linguistico e traduzione.,C.  Esperienza diretta nel campo militare e delle forze dell'ordine.,D.  Abilità artistiche e creative per la promozione di progetti di pace.
../SviluppoCooperazioneInternazionale/informazioni-sul-sito-e-accessibilita/index.txt,"Secondo il testo, quale ente è responsabile della progettazione e dello sviluppo del sito web del Corso di Studi dell'Università di Bologna?",A. Settore Portale d'Ateneo – Artec e Settore tecnologie web - Cesia,B. Redazione web del corso,C. Settore Comunicazione di Ateneo,D.  Un team di sviluppatori esterni
../SviluppoCooperazioneInternazionale/formazione-obbligatoria-su-sicurezza-e-salute/index.txt,"Secondo il testo, in quale delle seguenti situazioni l'Ateneo riconosce la formazione specifica sulla sicurezza (Moduli 2, 3, 4) già svolta presso un'altra istituzione?","A. Mai, l'Ateneo riconosce la formazione specifica solo se svolta all'interno dell'Università di Bologna.",B. Solo se la formazione è stata svolta presso un ente accreditato dal Ministero del Lavoro.,C. Se la formazione è stata svolta nell'ambito del periodo quinquennale di validità e riguarda la stessa categoria di rischio.,D. Se il certificato di formazione è stato rilasciato da un ente universitario riconosciuto.
../SviluppoCooperazioneInternazionale/perche-iscriversi-a-svic/index.txt,Quali informazioni riguardanti il corso di Sviluppo e Cooperazione Internazionale (SVIC) si possono trovare sul sito web fornito?,"A. Piano di studio, sbocchi professionali, didattica e opportunità",B. Solo il piano di studio e le opportunità di lavoro,C.  Testimonianze di studenti SVIC e informazioni sui corsi SID e SPOSI,D.  Il programma completo del corso e le date delle lezioni
../SviluppoCooperazioneInternazionale/faq-ofa/index.txt,Qual è la data limite per l'assolvimento degli OFA per gli studenti iscritti all'anno accademico 22/23?,A. 31 marzo 2024,B. 31 dicembre 2023,C. 30 giugno 2024,D. 31 maggio 2024
../SviluppoCooperazioneInternazionale/newsletter-svic/index.txt,"Secondo il testo, quale tra questi servizi online è disponibile sia per gli studenti che per il personale dell'Università di Bologna?",A. AlmaEsami,B. AlmaRegistri,C. Bacheca offerte di lavoro,D. Incarichi extraistituzionali
../SviluppoCooperazioneInternazionale/newsletter-svic/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo di Bologna?",A.  UniboImmagine,B.  Concilium,C.  IRIS - Archivio produzione scientifica,D.  La mia e-mail Studenti
../SviluppoCooperazioneInternazionale/newsletter-svic/index.txt,"In base al testo fornito, in quale mese è prevista la pubblicazione della prossima edizione della newsletter SVIC?",A. Settembre,B. Luglio,C. Giugno,D. Ottobre
../SviluppoCooperazioneInternazionale/newsletter-svic/index.txt,In quale mese è stata pubblicata la prima edizione della newsletter di SVIC?,A. Febbraio 2024,B. Marzo 2024,C. Aprile 2024,D. Maggio 2024
../SviluppoCooperazioneInternazionale/newsletter-svic/index.txt,In quale periodo si svolge lo sportello settimanale di supporto per il corso SVIC?,A. Ogni mercoledì dalle 14.30 alle 15.30,B. Ogni martedì dalle 15.00 alle 16.00,C. Ogni giovedì dalle 14.00 alle 15.30,D. Ogni venerdì dalle 13.30 alle 14.30
../SviluppoCooperazioneInternazionale/newsletter-svic/index.txt,"Secondo il testo fornito, quale è il codice fiscale dell'Università di Bologna?",A. 80007010376,B. 01131710376,C. 80007010377,D. 01131710377
../SviluppoCooperazioneInternazionale/segreteria-e-uffici/index.txt,"Quale dei seguenti servizi online è specificamente dedicato agli studenti della facoltà di ""Sviluppo e cooperazione internazionale""?",A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/segreteria-e-uffici/index.txt,Quale dei seguenti servizi NON è disponibile tramite il Portale di Ateneo dell'Università di Bologna?,A. UniboImmagine,B. Concilium,C. IRIS - Archivio produzione scientifica,D. La mia e-mail Studenti
../SviluppoCooperazioneInternazionale/segreteria-e-uffici/index.txt,Quale ufficio si occupa della gestione delle pratiche amministrative relative alla carriera degli studenti iscritti al Corso?,A. La Segreteria studenti,B. L'Ufficio Didattico,C. L'ufficio di supporto agli studenti,D. L'ufficio amministrativo generale
../SviluppoCooperazioneInternazionale/segreteria-e-uffici/index.txt,"Quale ufficio dell'università si occupa della gestione delle iscrizioni, dei cambi di corso e dei trasferimenti da e verso altri atenei?",A. Segreteria studenti,B. Ufficio Didattico,C. Ufficio Tirocini,D. Ufficio Relazioni Internazionali
../SviluppoCooperazioneInternazionale/segreteria-e-uffici/index.txt,In quale orario è possibile contattare telefonicamente l'Ufficio mobilità per tirocinio?,"A. Lunedì 9-13, Martedì 9-13, Mercoledì 9-13, Giovedì 9-13, Venerdì 9-13","B. Lunedì 10-12, Martedì 10-12, Giovedì 10-12, Venerdì 10-12","A. Lunedì 9-12, Martedì 9-12, Mercoledì 9-12, Giovedì 9-12, Venerdì 9-12","D. Lunedì 10-14, Martedì 10-14, Mercoledì 10-14, Giovedì 10-14, Venerdì 10-14"
../SviluppoCooperazioneInternazionale/segreteria-e-uffici/index.txt,"Secondo il testo fornito, quale informazione NON è disponibile sul sito web del corso di laurea in Sviluppo e Cooperazione Internazionale?",A. Le note legali dell'Ateneo,B. Le informazioni sull'accessibilità del sito,C. Il programma dettagliato di ogni modulo del corso,D. Le informazioni sulla privacy e sui cookie
../SviluppoCooperazioneInternazionale/faq-laureand/index.txt,"Secondo le informazioni fornite, in quale situazione un studente può modificare il piano di studi?",A. Se intende laurearsi a partire dal primo appello estivo successivo.,B. Se si iscrive fuori corso e desidera laurearsi entro la sessione di marzo dell'anno successivo.,C. Se ha completato tutti gli esami previsti dal piano di studi.,D. Se ha caricato la tesi in formato pdf su studenti online.
../SviluppoCooperazioneInternazionale/completa-procedura-immatricolazione/index.txt,"Quando è necessario attivare la carriera per poter usufruire dei servizi dell'Ateneo, come l'accesso alla rete Wi-Fi e alle risorse bibliotecarie online?",A. Entro il 28 febbraio 2025,B. Entro il 28 febbraio 2024,C. La carriera si attiva automaticamente e non richiede un'azione specifica da parte dello studente.,D. L'attivazione della carriera è obbligatoria solo per gli studenti che hanno un titolo di studio estero.
../SviluppoCooperazioneInternazionale/completa-procedura-immatricolazione/index.txt,Quando è necessario attivare la carriera universitaria per accedere ai servizi online e compiere azioni come la prenotazione degli esami?,A. Entro il 28 febbraio 2025,B. Entro il 28 febbraio 2024,C. Entro il 31 marzo 2025,D. L'attivazione della carriera è automatica e non richiede una data limite
../SviluppoCooperazioneInternazionale/completa-procedura-immatricolazione/index.txt,Qual è la data limite per inviare la ricevuta della richiesta del permesso di soggiorno alla Segreteria studenti internazionali dopo aver ricevuto il certificato di iscrizione?,A. Non specificato nel testo,B. 30 dicembre 2024,C. 28 novembre 2024,D. Alla ricezione del certificato di iscrizione
../SviluppoCooperazioneInternazionale/tutor-del-corso/index.txt,In quale fascia oraria è possibile incontrare il tutor per il Corso di Studio Sviluppo Cooperazione Internazionale tramite lo sportello online di ricevimento settimanale?,A. Ogni mercoledì dalle 14.30 alle 15.30,B. Ogni martedì dalle 15.00 alle 16.00,C. Ogni giovedì dalle 14.00 alle 15.30,D. Ogni mercoledì dalle 13.30 alle 16.30
../SviluppoCooperazioneInternazionale/tolc-cos-e-e-come-si-svolge/index.txt,"Quanto dura il TOLC-E, uno dei tipi di TOLC previsti per l'accesso a questo Corso?",A. 1 ora e 30 minuti,B. 2 ore,C. 1 ora,D. 1 ora e 15 minuti
../SviluppoCooperazioneInternazionale/tolc-cos-e-e-come-si-svolge/index.txt,Quanto costa l'iscrizione al TOLC-E?,A. € 30,B. € 20,C. € 50,D. € 10
../SviluppoCooperazioneInternazionale/tolc-cos-e-e-come-si-svolge/index.txt,"Per gli studenti non-UE residenti all'estero che non hanno partecipato ad altre prove TOLC, quando è prevista una data aggiuntiva per il TOLC-E?",A. Nel mese di settembre (data in corso di definizione),B. A fine agosto,C. A metà ottobre,D. A inizio novembre
../SviluppoCooperazioneInternazionale/qualita-corso/index.txt,Quale percentuale di studenti della coorte 2021/2022 proveniva da istituti tecnici?,A. 14.3%,B. 18.7%,C. 21.5%,D. 29.8%
../SviluppoCooperazioneInternazionale/qualita-corso/index.txt,Qual è la percentuale di studenti che hanno abbandonato gli studi tra il primo e il secondo anno accademico nel corso 2021/2022?,A. 13%,B. 12.8%,C. 14.8%,D. 3.1%
../SviluppoCooperazioneInternazionale/qualita-corso/index.txt,"Secondo i dati AlmaLaurea del 2023, quale percentuale di laureati di questo corso lavora e prosegue gli studi?",A. 54.9%,B. 47%,C. 57.6%,D. 6%
../SviluppoCooperazioneInternazionale/qualita-corso/index.txt,"Qual è la percentuale di studenti che lavorano e continuano gli studi in questo corso, rispetto alla percentuale media per corsi della stessa classe in Italia?",A. 57.6% contro il 52.5%,B. 47.6% contro il 57.6%,C. 6% contro il 6.6%,D. 16.7% contro il 14.9%
../SviluppoCooperazioneInternazionale/qualita-corso/index.txt,"Qual è la percentuale di studenti che lavorano e continuano gli studi per questo corso, rispetto alla percentuale media per corsi della stessa classe in Italia?",A. 57.6% contro il 52.5%,B. 47.6% contro il 57.6%,C. 6% contro il 6.6%,D. 16.7% contro il 17.5%
../SviluppoCooperazioneInternazionale/qualita-corso/@@esami-voto-medio/index.txt,Quale tra i seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/qualita-corso/@@esami-voto-medio/index.txt,"Secondo il testo fornito, quale tra questi servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?",A. UniboImmagine,B. IRIS - Archivio produzione scientifica,C. La mia e-mail Studenti,D. Concilium
../SviluppoCooperazioneInternazionale/qualita-corso/@@esami-voto-medio/index.txt,"Secondo i dati forniti, a quale anno si riferiscono le informazioni sugli esami e il voto medio conseguito nel corso di laurea in Sviluppo e cooperazione internazionale?",A. All'anno precedente,B. All'anno corrente,C. Al primo anno di corso,D. All'anno di inizio del corso
../SviluppoCooperazioneInternazionale/qualita-corso/@@esami-voto-medio/index.txt,Quale tra questi insegnamenti ha registrato il numero più alto di esami sostenuti nell'anno precedente?,A. GEOGRAFIA DELL'AMBIENTE E DELLO SVILUPPO SOSTENIBILE,B. SOCIOLOGIA DEI PAESI ASIATICI,C. ELEMENTI DI STATISTICA,D. LINGUA INGLESE (12 CFU)
../SviluppoCooperazioneInternazionale/qualita-corso/@@esami-voto-medio/index.txt,Quale tra i seguenti corsi universitari ha il maggior numero di studenti iscritti?,A. ECONOMIA DELL'AMBIENTE,B. GEOGRAFIA DELL'AMBIENTE E DELLO SVILUPPO SOSTENIBILE,C. ECONOMIA DEL LAVORO C.I.,D. EVOLUTION OF THE WORLD ECONOMY
../SviluppoCooperazioneInternazionale/qualita-corso/@@esami-voto-medio/index.txt,Quali informazioni aggiuntive sono disponibili sul sito web di cui si parla nel testo?,A. Note legali e informazioni sul sito e accessibilità,B. Note legali e informazioni sul programma di laurea,C. Impostazioni cookie e informazioni sul programma di laurea,D. Note legali e impostazioni cookie
../SviluppoCooperazioneInternazionale/tirocini/index.txt,Quale delle seguenti affermazioni riguardo al tirocinio curriculare nel Corso di Laurea in Sviluppo e Cooperazione Internazionale è FALSA?,A. Il tirocinio curriculare può essere svolto sia in Italia che all'estero.,B. Il tirocinio curriculare può essere svolto solo durante il periodo estivo compreso tra il II e il III anno.,C. Il tirocinio curriculare ha una durata di 250 ore e vale 10 CFU.,D. È possibile presentare un'autocandidatura ad aziende convenzionate tramite la piattaforma SOL - Tirocini.
../SviluppoCooperazioneInternazionale/tirocini/index.txt,"Secondo le istruzioni fornite, quale modulo di formazione sulla sicurezza è obbligatorio per tutti i tirocinanti presso l'Ateneo?",A. Entrambi i moduli (Modulo 1 e Modulo 2),"B. Solo il Modulo 1, la Formazione generale","C. Solo il Modulo 2, acquisito tramite la formazione di Ateneo",D. Il Modulo 1 è obbligatorio solo se non è stato già svolto in precedenza
../SviluppoCooperazioneInternazionale/tirocini/index.txt,"Secondo le istruzioni fornite, quale azione è obbligatoria prima che il tirocinio possa iniziare?",A.  Firmare online il programma di tirocinio da parte di tutti i soggetti coinvolti e scaricare il registro presenze.,B.  Inviare una email all'ufficio tirocini per comunicare l'inizio del tirocinio.,C.  Completare la formazione generale (Modulo 1) e inviare il certificato all'ufficio preposto [sicurezza.formazione@unibo.it].,D.  Ricevere la conferma di validazione della richiesta di tirocinio via email.
../SviluppoCooperazioneInternazionale/tirocini/index.txt,"Secondo il testo fornito, quale documento fornisce informazioni specifiche su come proporre un tirocinio per aziende o enti?",A. FAQ Studenti,B. Regolamento Generale Tirocini di Ateneo,C. Relazione finale,D. Normateneo.unibo.it
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,"Secondo il bando Erasmus+ Mobilità per Tirocinio a.a. 2024/25, qual è l'importo mensile della borsa di mobilità per uno studente che sceglie di svolgere il tirocinio in Germania?",B. 450 euro,A. 500 euro,C. 400 euro,D. 250 euro
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,"Secondo il bando Erasmus+ Mobilità per Tirocinio a.a. 2024/25, quale condizione è necessaria per ottenere l'integrazione finanziaria di €250 mensili?","A. Presentare la certificazione ISEE 2024 (o documentazione equivalente per studenti internazionali) con prestazioni per il diritto allo studio universitario fino a €27.000,00.",B. Essere iscritti al terzo anno o fuori corso ad un corso di laurea di primo ciclo.,C.  Aver partecipato al bando Erasmus+ Mobilità per Tirocinio nell'anno accademico precedente.,"D.  Presentare la certificazione ISEE 2023 (o documentazione equivalente per studenti internazionali) con prestazioni per il diritto allo studio universitario fino a €30.000,00."
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,"Secondo il bando Erasmus+ Mobilità per Tirocinio a.a. 2024/25, entro quale data devono essere completati i tirocini da neolaureati?",A. 31 luglio 2025,B. 13 maggio 2024,C. 31 dicembre 2024,D. 30 giugno 2025
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,"Secondo il bando Erasmus+ Mobilità per Tirocinio a.a. 2024/25, quale delle seguenti affermazioni riguardo alle esperienze di mobilità precedenti è corretta?","A. Le esperienze di mobilità precedenti nell'ambito del Programma Erasmus+, incluse quelle da neolaureato, vengono considerate per il conteggio del periodo massimo di 12 mesi di mobilità previsti per ogni ciclo.",B. Le esperienze di mobilità precedenti sono considerate solo se effettuate negli ultimi 24 mesi.,C.  Le esperienze di mobilità precedenti non vengono considerate per il conteggio del periodo massimo di 12 mesi di mobilità.,"D.  Il periodo massimo di mobilità è di 18 mesi, ma le esperienze precedenti possono essere considerate solo per un massimo di 6 mesi."
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,"Secondo il bando Erasmus+ Mobilità per Tirocinio a.a. 2024/25, quando è possibile iniziare la mobilità per gli studenti che si candidano su “carriera futura”?",A. A partire da gennaio 2025,B. A partire da settembre 2024,C. A partire da giugno 2024,D. A partire da marzo 2025
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,"Secondo il bando Erasmus+ Mobilità per Tirocinio a.a. 2024/25, entro quale data devono essere registrate tutte le attività formative per essere considerate nel calcolo del punteggio di valutazione della carriera?",A. 29 maggio 2024,B. 31 maggio 2024,C. 29 giugno 2024,D. 31 luglio 2024
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,"Secondo il testo, quali sono le spese che l'Università di Bologna NON copre per gli studenti in mobilità?",A. Visto e assistenza sanitaria,B.  Spese di viaggio e vitto,C.  Tasse universitarie e libri di testo,D.  Assicurazione infortunio e responsabilità civile
../SviluppoCooperazioneInternazionale/tirocini/pdf-bando-erasmus-tirocinio-a-a-2024_25_sp.pdf/@@download/file/PDF%20Bando%20Erasmus+%20Tirocinio%20a.a.%202024_25_SP.pdf.txt,In che giorni e orari si tiene il corso?,A. Mercoledì e venerdì dalle 10:00 alle 12:00,B. Martedì e giovedì dalle 10:00 alle 12:00,C. Lunedì e mercoledì dalle 11:00 alle 13:00,D. Venerdì e sabato dalle 9:00 alle 11:00
../SviluppoCooperazioneInternazionale/studiare/index.txt,"Secondo il testo, quale delle seguenti informazioni NON è disponibile per gli studenti del corso di laurea in Sviluppo e Cooperazione Internazionale?",D.  Il numero di ore di lezione settimanali per ogni insegnamento,A.  I requisiti e le scadenze per la prova finale di laurea,B.  Il calendario didattico completo del corso,C.  La lista dei docenti che insegnano nel corso
../SviluppoCooperazioneInternazionale/studiare/index.txt,"Secondo il testo, quale delle seguenti opzioni NON è disponibile per gli studenti del corso di laurea in Sviluppo e Cooperazione Internazionale?",D. Ottenere un certificato di specializzazione in economia internazionale,A. Trasferirsi ad un altro Ateneo,B. Ottenere un duplicato del certificato di iscrizione,C. Prolungare la durata degli studi per studenti a tempo parziale
../SviluppoCooperazioneInternazionale/studiare/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. Rinnovo del passaporto,A. Ottenere lo status di studente-atleta,B. Attivare una carriera alias,C. Conciliare studio e lavoro
../SviluppoCooperazioneInternazionale/compilare-il-piano-di-studi/index.txt,"Secondo il testo, in quale periodo gli studenti possono presentare il proprio piano di studi per l'anno accademico 2024/25?",A. Dal 30 settembre al 22 novembre 2024 e dal 3 febbraio al 21 marzo 2025,B. Dal 15 ottobre al 15 dicembre 2024 e dal 10 gennaio al 10 marzo 2025,C. Dal 1° settembre al 30 novembre 2024 e dal 1° febbraio al 31 marzo 2025,D. Dal 30 settembre al 22 novembre 2023 e dal 3 febbraio al 21 marzo 2024
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/index.txt,"Secondo le informazioni fornite, quando uno studente di scambio deve caricare il Learning Agreement (LA) sul portale AlmaRM se arriva al secondo semestre?",A. Prima della fine di gennaio,B. Prima della fine di marzo,C. Prima della fine di giugno,D. Prima della fine di settembre
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/index.txt,"Secondo le informazioni fornite, entro quando un studente in arrivo nel secondo semestre dovrebbe caricare il Learning Agreement (LA) sul portale AlmaRM?",A. Prima della fine di gennaio,B. Prima della fine di luglio,C. Prima della fine di dicembre,D. Prima dell'inizio del semestre
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/index.txt,Dove verranno inviate le informazioni relative al periodo di scambio?,A. Al tuo account istituzionale,B. Al tuo indirizzo email personale,C. Al dipartimento di studi,D. Al sito web dell'università
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/pdf-incontro-erasmus-studio-a-a-2024-25-sp.pdf/@@download/file/PDF%20Incontro%20Erasmus+%20Studio%20A.A.%202024-25%20SP.pdf.txt,Qual è l'importo mensile del contributo finanziario per gli studenti Erasmus+ che si recano in un paese dell'UE e la cui durata di permanenza è di 30 giorni?,A. € 250,B. € 300,C. € 350,D. L'importo dipende dalla certificazione ISEE.
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/pdf-incontro-erasmus-studio-a-a-2024-25-sp.pdf/@@download/file/PDF%20Incontro%20Erasmus+%20Studio%20A.A.%202024-25%20SP.pdf.txt,Quale contributo aggiuntivo verrà erogato agli studenti che raggiungono l'ateneo ospitante in treno o in autobus?,"A. Un contributo aggiuntivo, con dettagli forniti nella guida 2024-25 per studenti vincitori.",B. €700 mensili per la durata effettiva del soggiorno.,C. Un rimborso del costo effettivo del biglietto fino a un massimo di €500.,D. Un contributo di €200 per ogni viaggio andata e ritorno.
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/pdf-incontro-erasmus-studio-a-a-2024-25-sp.pdf/@@download/file/PDF%20Incontro%20Erasmus+%20Studio%20A.A.%202024-25%20SP.pdf.txt,"Secondo il testo, qual è il requisito linguistico minimo richiesto per partecipare a un programma Erasmus+?",A. Livello A2 del CEFR,B. Livello B1 del CEFR,C. Livello C1 del CEFR,D.  Livello B2 del CEFR
../SviluppoCooperazioneInternazionale/studenti-erasmus-in-entrata/pdf-incontro-erasmus-studio-a-a-2024-25-sp.pdf/@@download/file/PDF%20Incontro%20Erasmus+%20Studio%20A.A.%202024-25%20SP.pdf.txt,Qual è il punteggio massimo che un docente può assegnare a uno studente nella valutazione della candidatura per un programma di scambio Erasmus?,A. 40 punti,B. 60 punti,C. 100 punti,D. Il punteggio massimo è variabile a seconda dell'università partner.
